ID,Name,Phone,Rate,Price,Zipcode,State,City,Address,Delivery,Takeout
1005,Cafe Fiorello,(212) 595-5330,3.9,$$$,10023,NY,New York,1900 Broadway,No,Yes
1006,Nougatine,(212) 299-3900,3.6,$$$$,10023,NY,New York,1 Central Park West,No,No
1007,Blue Ribbon Bakery,(212) 337-0404,3.9,$$,10014,NY,New York,34 Downing Street,Yes,Yes
1008,Co.,(212) 243-1105,3.8,$$,10001,NY,New York,230 9th Avenue,Yes,Yes
1010,Golden Unicorn,(212) 941-0911,3.9,$$,10002,NY,New York,18 E Broadway,No,Yes
1011,Aureole,(212) 319-1660 (212) 319-1660,3.8,$$$$,10036,NY,New York,135 W 42nd Street,No,No
1013,Jing Fong,(212) 964-5256,3.7,$$,10013,NY,New York,20 Elizabeth Street,Yes,Yes
1015,Ninja New York,(212) 274-8500,3.6,$$$,10013,NY,New York,25 Hudson Street,No,No
1016,Angelica Kitchen,(212) 228-2909,4,$$,10003,NY,New York,300 E 12th Street,No,Yes
1017,Joy Burger Bar,(212) 289-6222,4.3,$,10029,NY,New York,1567 Lexington Avenue,Yes,Yes
1019,EN Japanese Brasserie,(212) 647-9196,3.9,$$$$,10014,NY,New York,435 Hudson Street,Yes,Yes
1021,Nom Wah Tea Parlor,(212) 962-6047,3.9,$$,10013,NY,New York,13 Doyers Street,No,Yes
1023,Heartland Brewery & Chophouse,(646) 366-0235,3.8,$$$,10036,NY,New York,127 W 43rd Street,No,Yes
1024,Yakitori Taisho,(212) 228-5086,4,$$,10003,NY,New York,5 St. Marks Place,No,No
1025,Benjamin Steakhouse - Dylan Hotel,(914) 428-6868,3.8,$$$$,10017,NY,New York,Dylan Hotel,Yes,Yes
1026,Sugar Sweet Sunshine,(212) 995-1960,4.1,$,10002,NY,New York,126 Rivington Street,Yes,Yes
1027,Miss Korea BBQ,(212) 594-4963,3.8,$$,10001,NY,New York,10 W 32nd Street,No,Yes
1028,44 & X Hell's Kitchen,(212) 977-1170,3.9,$$$,10036,NY,New York,622 10th Avenue,No,Yes
1029,Cleopatra's Needle,(212) 769-6969,3.6,$$$,10025,NY,New York,2485 Broadway,No,Yes
1030,Murray's Bagels,(646) 638-1334,4,$,10011,NY,New York,242 8th Avenue,Yes,Yes
1031,Il Bambino,(718) 626-0087,4.8,$$,11106,NY,Queens,34-08 31st Avenue,Yes,Yes
1032,Root & Bone,(646) 682-7080,3.2,$$,10009,NY,New York,200 E 3rd Street,No,No
1033,Denino's Pizzeria & Tavern,(718) 442-9401,4.3,$$,10302,NY,New York,524 Port Richmond Avenue,No,Yes
1035,Porchetta,(212) 777-2151,3.9,$$,10009,NY,New York,110 East 7th Street,Yes,Yes
1036,Peter Pan Donut & Pastry Shop,(718) 389-3676,4.4,$$,11222,NY,Brooklyn,727 Manhattan Avenue,No,Yes
1037,Avra,(212) 759-8550,3.9,$$$,10017,NY,New York,141 E 48th Street,No,Yes
1038,Basta Pasta,(212) 366-0888,3.9,$$$,10011,NY,New York,37 W 17th Street,No,Yes
1039,Pershing Square,(212) 286-9600,4,$$$,10017,NY,New York,90 E 42nd Street,No,Yes
1040,Mooncake Foods,(212) 219-8888,3.9,$$,10013,NY,New York,28 Watts Street,Yes,Yes
1041,Patzeria Perfect Pizza,(212) 575-7646,4.6,$,10036,NY,New York,231 W 46th Street,No,Yes
1042,Ornella Trattoria,(718) 777-9477,4.1,$$,11105,NY,Queens,29-17 23rd Avenue,Yes,Yes
1043,El Centro,(646) 763-6585,4.2,$$,10019,NY,New York,824 9th Avenue,Yes,Yes
1044,DuMont Burger,(718) 384-6127,4.2,$$,11211,NY,Brooklyn,314 Bedford Avenue,Yes,Yes
1046,Pure Food and Wine,(212) 477-1010,4,$$$$,10003,NY,New York,54 Irving Place,No,No
1047,Kodama Sushi,(212) 582-8065,4.2,$$$,10036,NY,New York,301 W 45th Street,Yes,Yes
1048,Estiatorio Milos,(212) 245-7400,3.9,$$$$,10019,NY,New York,125 W 55th Street,No,No
1049,Angelo's of Mulberry St.,(212) 966-1277,4.2,$$$,10013,NY,New York,146 Mulberry Street,No,Yes
1051,Delicatessen,(212) 226-0211,3.7,$$,10012,NY,New York,54 Prince Street,Yes,Yes
1052,Ruchi Indian Cuisine,(212) 227-8454,3.5,$$,10006,NY,New York,120 Cedar Street,Yes,Yes
1053,Tarallucci E Vino,(212) 228-5400,3.7,$$,10003,NY,New York,15 E 18th Street,No,Yes
1054,Markt,(212) 727-3314,4,$$$,10010,NY,New York,676 6th Avenue,No,No
1055,Yakitori Totto,(212) 245-4555,3.9,$$$,10019,NY,New York,251 West 55th Street,No,No
1057,Redeye Grill,(212) 541-9000,4,$$$,10019,NY,New York,890 7th Avenue,Yes,Yes
1058,Heidelberg Restaurant,(212) 628-2332,4.2,$$$,10028,NY,New York,1648 2nd Avenue,No,Yes
1059,Il Laboratorio Del Gelato,(212) 343-9922,4.1,$$,10002,NY,New York,188 Ludlow Street,No,Yes
1061,David Burke Fishtail,(212) 754-1300 (212) 754-1300,3.8,$$$$,10065,NY,New York,135 East 62nd St,Yes,Yes
1062,Yum Yum Bangkok,(212) 262-7244,3.8,$$,10036,NY,New York,650 9th Avenue,Yes,Yes
1063,Gennaro,(212) 665-5348,4,$$$,10025,NY,New York,665 Amsterdam Avenue,Yes,Yes
1064,Eileen's Special Cheesecake,(212) 966-5585,4.1,$,10012,NY,New York,17 Cleveland Place,Yes,Yes
1065,Big Wong,(212) 964-0540,4,$$,10013,NY,New York,67 Mott Street,No,Yes
1066,Sake Bar Hagi,(212) 764-8549,4.1,$$$,10019,NY,New York,152 W 49th Street,No,No
1067,Thai Select,(212) 695-9920 (212) 695-9930,4.2,$$,10018,NY,New York,472 9th Avenue,Yes,Yes
1069,Jimbo's Restaurant & Bar,(718) 204-2672,2.5,$$,11102,NY,Queens,30-05 Astoria Boulevard,Yes,Yes
1070,Rare Bar & Grill,(212) 481-1999,3.9,$$$,10016,NY,New York,303 Lexington Avenue,No,Yes
1071,Peasant,(212) 965-9511,3.8,$$$,10012,NY,New York,194 Elizabeth Street,No,No
1072,Cascabel Taqueria,(212) 717-8226,4.1,$$,10028,NY,New York,1556 2nd Avenue,Yes,Yes
1073,Murray's Bagels,(212) 462-2830,4.2,$,10011,NY,New York,500 Sixth Avenue,Yes,Yes
1075,Dos Caminos,(212) 294-1000,3.9,$$,10016,NY,New York,373 Park Avenue South,No,Yes
1076,Sanford's Restaurant,(718) 932-9569,4.5,$$$$,11106,NY,Queens,30-13 Broadway,Yes,Yes
1077,Nizza,(212) 956-1800,3.9,$$$,10036,NY,New York,630 9th Avenue,Yes,Yes
1078,Excellent Dumpling House,(212) 219-0212 (212) 219-0213,4,$$,10013,NY,New York,111 Lafayette Street,No,Yes
1079,Crispo,(212) 229-1818,4.4,$$$,10011,NY,New York,240 W 14th Street,No,No
1080,Dos Caminos,(212) 699-2400,3.8,$$$$,10014,NY,New York,675 Hudson Street,No,No
1081,Joe's Shanghai Resturant,(718) 539-3838 (718) 539-4429,3.9,$$,11354,NY,Queens,136-21 37th Avenue,No,Yes
1082,Le Grainne Cafe,(646) 486-3000,4.1,$$,10011,NY,New York,183 9th Avenue,No,No
1083,PDT (Please Don't Tell),(212) 614-0386,4.2,$$$,10009,NY,New York,113 Saint Marks Place,No,No
1084,Red Lobster,(212) 730-6706,3.5,$$,10036,NY,New York,5 Times Square,No,Yes
1085,Giovanni Rana Pastificio & Cucina,(212) 370-0975,3.7,$$,10011,NY,New York,Chelsea Market,No,Yes
1086,Betony,(212) 465-2400,3.7,$$$$,10019,NY,New York,41 West 57th Street,No,No
1087,Alice's Tea Cup Chapter II,(212) 486-9200,3.9,$$,10021,NY,New York,156 E 64th Street,No,Yes
1088,Gyu-Kaku,(212) 702-8816,4.1,$$$,10022,NY,New York,805 3rd Avenue,No,Yes
1089,Tacombi at Fonda Nolita,(917) 727-0179,4.1,$$,10012,NY,New York,267 Elizabeth Street,Yes,Yes
1091,Osteria Al Doge,(212) 944-3643,3.8,$$$,10036,NY,New York,142 W 44th Street,Yes,Yes
1092,Delmonico's,(212) 509-1144,3.8,$$$$,10004,NY,New York,56 Beaver Street,No,No
1093,Dallas BBQ,(212) 221-9000,3.4,$$,10036,NY,New York,241 W 42nd Street,Yes,Yes
1094,Pierre Loti,(212) 755-5684,4.6,$$,10022,NY,New York,300 E 52nd Street,Yes,Yes
1095,Mile End Delicatessen,(718) 852-7510,4.1,$$,11217,NY,Brooklyn,97A Hoyt Street,Yes,Yes
1096,Blue Ribbon,(718) 840-0404,4.2,$$$$,11215,NY,Brooklyn,280 5th Avenue,No,Yes
1097,Tree Bistro,(212) 358-7171,3.7,$$$,10009,NY,New York,190 1st Avenue,Yes,Yes
1099,Ivan Ramen,(646) 678-3859,3.3,$$,10002,NY,New York,25 Clinton Street,Yes,Yes
1100,Mary's Fish Camp,(646) 486-2185,4,$$$$,10014,NY,New York,64 Charles Street,No,Yes
1101,Tom's Restaurant,(212) 864-6137,3.3,$$,10025,NY,New York,2880 Broadway,No,Yes
1102,Cuba,(212) 420-7878,4.1,$$$,10012,NY,New York,222 Thompson Street,Yes,Yes
1103,Nino's Tuscany Steakhouse,(212) 757-8630,3.7,$$$,10019,NY,New York,117 W 58th Street,No,Yes
1104,Natsumi Bar And Lounge,(212) 258-2988,4.1,$$$,10019,NY,New York,226 W 50th Street,No,Yes
1105,Dylan's Candy Bar,(646) 735-0078,4,$,10021,NY,New York,1011 3rd Avenue,Yes,Yes
1106,The Cupping Room Cafe,(212) 925-2898,3.8,$$$,10013,NY,New York,359 West Broadway,No,Yes
1107,Rosemary's,(212) 647-1818,3.7,$$$,10011,NY,New York,18 Greenwich Avenue,Yes,Yes
1108,21 Club,(212) 582-7200,3.6,$$$$,10019,NY,New York,21 West 52nd Street,Yes,Yes
1109,Bull and Bear Prime Steakhouse,(212) 872-1275,3.7,$$$,10022,NY,New York,540 Lexington Avenue,No,Yes
1110,Michael Jordan's The Steakhouse N.Y.C.,(212) 655-2300,3.4,$$$$,10017,NY,New York,23 Vanderbilt Avenue,No,Yes
1111,Frank,(212) 420-0106,4,$$$,10003,NY,New York,88 2nd Avenue,Yes,Yes
1112,Tartine,(212) 229-2611,4.1,$$$,10014,NY,New York,253 West 11th Street,Yes,Yes
1114,The Smith,(212) 496-5700,3.5,$$$,10023,NY,New York,1900 Broadway,No,Yes
1115,Byblos Restaurant,(212) 687-0808,3.3,$$$,10016,NY,New York,80 Madison Avenue,Yes,Yes
1116,Estela,(212) 219-7693,3.5,$$$,10012,NY,New York,47 E Houston Street,No,No
1117,Hearth,(646) 602-1300,3.8,$$$,10009,NY,New York,403 East 12th Street,No,No
1118,Serafina Fabulous Pizza,(212) 734-2676,3.8,$$,10075,NY,New York,1022 Madison Avenue,Yes,Yes
1119,Spitzer's Corner,(212) 228-0027,4.1,$$,10002,NY,New York,101 Rivington Street,No,No
1120,Joe Allen,(212) 581-6464,4,$$$,10036,NY,New York,326 West 46th Street,No,No
1121,Southern Hospitality,(212) 265-1000,3.6,$$$,10036,NY,New York,645 9th Avenue,No,Yes
1122,The Waverly Inn and Garden,(917) 828-1154,3.8,$$$,10014,NY,New York,16 Bank Street,No,Yes
1123,Ted's Montana Grill,(212) 245-5220,3.7,$$,10020,NY,New York,110 W 51st Street,No,Yes
1124,Franny's,(718) 230-0221,3.9,$$$,11217,NY,Brooklyn,348 Flatbush Avenue,No,Yes
1125,Marta,(212) 651-3800,3.5,$$$,10016,NY,New York,29 E 29th Street,Yes,Yes
1126,Russian Tea Room,(212) 581-7100,3.6,$$$$,10019,NY,New York,150 W 57th Street,No,No
1127,Ruth's Chris Steak House,(212) 245-9600,3.9,$$$$,10019,NY,New York,148 W 51st Street,No,No
1128,Brooklyn Diner USA,(212) 977-1957,3.7,$$$,10019,NY,New York,212 West 57th Street,Yes,Yes
1129,Absolute Bagels,(212) 932-2052,4.9,$,10025,NY,New York,2788 Broadway,No,Yes
1130,Tick Tock Diner,(212) 268-8444,3.7,$$,10001,NY,New York,481 8th Avenue,Yes,Yes
1131,Bukhara Grill,(212) 888-2839,3.6,$$$,10017,NY,New York,217 E 49th Street,Yes,Yes
1133,Chelsea Pizza 23,(212) 206-0999,3.3,$$$,10011,NY,New York,268 West 23rd Street,Yes,Yes
1134,Maya,(212) 585-1818,3.6,$$$$,10062,NY,New York,1191 1st Avenue,No,No
1136,Shun Lee,(212) 595-8895,3.6,$$$,10023,NY,New York,43 W 65th Street,Yes,Yes
1137,Mamoun's Falafel,(212) 387-7747,4.4,$$,10003,NY,New York,22 Saint Marks Place,No,Yes
1139,Talia's Steakhouse,(212) 580-3770,3.5,$$$,10025,NY,New York,668 Amsterdam Avenue,Yes,Yes
1140,Waldy's Wood Fired Pizza & Penne,(212) 213-5042,4.2,$$,10001,NY,New York,800 Sixth Avenue,Yes,Yes
1141,Mokbar,(646) 964-5963,3.4,$$,10011,NY,New York,Chelsea Market,No,Yes
1142,Death & Co.,(212) 388-0882,3.7,$$$,10009,NY,New York,433 East 6th Street,No,No
1143,Spring Street Natural,(212) 966-0290,3.8,$$$,10012,NY,New York,62 Spring Street,Yes,Yes
1144,Cabana,(718) 263-3600,4.4,$$,11375,NY,New York,107-10 70th Road,Yes,Yes
1145,Resto,(212) 685-5585,3.7,$$$,10016,NY,New York,111 East 29th Street,No,Yes
1146,O'Lunney's Times Square Pub,(212) 840-6688,4.1,$$,10036,NY,New York,145 W 45th Street,No,Yes
1147,Bill's Bar & Burger,(212) 414-3003,3.8,$$,10014,NY,New York,22 9th Avenue,Yes,Yes
1149,Boulud Sud,(212) 595-1313,3.9,$$$$,10023,NY,New York,20 W 64th Street,No,No
1150,Fanelli's Cafe,(212) 226-9412,4.1,$$,10012,NY,New York,94 Prince Street,No,Yes
1151,Wolfgang's Steakhouse,(212) 889-3369,4.4,$$$$,10016,NY,New York,4 Park Avenue,No,Yes
1153,The Capital Grille,(212) 953-2000,3.8,$$$$,10017,NY,New York,Time-Life Buildiing,No,No
1154,Barrio Chino,(212) 228-6710,4.3,$$$,10002,NY,New York,253 Broome Street,No,Yes
1155,Tertulia,(646) 559-9909,3.8,$$$,10014,NY,New York,359 6th Avenue,No,No
1156,Via Vai,(347) 612-4334,3.2,$$,11105,NY,New York,31-09 23rd Avenue,Yes,Yes
1157,City Lobster & Steak,(212) 354-1717,3.7,$$$$,10020,NY,New York,121 W 49th Street,No,No
1158,Spice,(212) 982-3758 (212) 982-3759,3.9,$$$,10003,NY,New York,39 E13th Street,Yes,Yes
1159,Cho Dang Gol,(212) 695-8222,3.8,$$,10001,NY,New York,55 W 35th Street,Yes,Yes
1160,Haveli Banjara,(212) 982-0533 (212) 477-5956,3.9,$$$,10003,NY,New York,100 2nd Avenue,Yes,Yes
1161,Nick's Pizza,(718) 263-1126,4.5,$$$,11375,NY,New York,10826 Ascan Avenue,No,No
1162,Bali Nusa Indah,(212) 265-2200,4.2,$$$,10036,NY,New York,651 9th Avenue,Yes,Yes
1163,Zucker's Bagels & Smoked Fish,(212) 608-5844,3.7,$,10007,NY,New York,146 Chambers Street,Yes,Yes
1165,Landmarc,(212) 343-3883,3.9,$$$,10013,NY,New York,179 W Broadway,Yes,Yes
1166,BCD Tofu House,(212) 967-1900,3.7,$$,10001,NY,New York,5 W 32nd Street,No,Yes
1167,Chavela's,(718) 622-3100,4.6,$$,11238,NY,Brooklyn,736 Franklin Avenue,Yes,Yes
1168,Vezzo,(212) 839-8300,4.1,$$,10016,NY,New York,178 Lexington Avenue,Yes,Yes
1170,The Kati Roll Company,(212) 730-6740,3.7,$$,10018,NY,New York,49 W 39th Street,Yes,Yes
1171,Miss Lily's,(646) 588-5375,4,$$$,10012,NY,New York,132 W Houston Street,Yes,Yes
1172,The Counter,(212) 997-6801,3.8,$$,10036,NY,New York,7 Times Square Between 41st Street & Broadway,Yes,Yes
1173,China Grill,(212) 333-7788,3.5,$$$,10019,NY,New York,60 West 53rd Street,No,Yes
1174,Ben's Best Kosher Delicatessen,(718) 897-1700,4,$$$,11374,NY,New York,96-40 Queens Boulevard,Yes,Yes
1175,BLT Steak,(212) 752-7470,3.7,$$$$,10022,NY,New York,106 E 57th Street,No,Yes
1177,L'Express,(212) 254-5858,4,$$$,10003,NY,New York,249 Park Avenue South,Yes,Yes
1178,The Farm on Adderley,(718) 287-3101,4.3,$$,11218,NY,Brooklyn,1108 Cortelyou Road,No,Yes
1179,Five Guys Burgers and Fries,(212) 459-9600,4,$$,10019,NY,New York,43 W 55th Street,Yes,No
1180,Haru,(212) 398-9810,3.7,$$$,10036,NY,New York,229 W 43rd Street Suite 221,Yes,Yes
1181,Bond 45,(212) 869-4545,3.8,$$$,10036,NY,New York,154 W 45th Street,No,Yes
1182,Cafe Un Deux Trois,(212) 354-4148,3.5,$$$,10036,NY,New York,123 W 44th Street,No,Yes
1183,Flex Mussels,(212) 717-7772,4.2,$$$,10028,NY,New York,174 East 82nd Street,No,Yes
1184,Bohemian Hall and Beer Garden,(718) 274-4925,4.1,$$,11102,NY,Queens,29-19 24th Avenue,No,No
1185,Bonnie's Grill,(718) 369-9527,4.4,$$,11215,NY,Brooklyn,278 5th Avenue,Yes,Yes
1186,Cavo,(718) 721-1001,3.8,$$$,11103,NY,New York,42-18 31st Avenue,No,Yes
1187,Gemma,(212) 505-7300,3.9,$$,10003,NY,New York,The Bowery Hotel,No,Yes
1188,The Smoke Joint,(718) 797-1011,4.1,$$,11217,NY,Brooklyn,87 South Elliott Place,Yes,Yes
1189,Nan Xiang Xiao Long Bao,(718) 321-3838,4.2,$$,11354,NY,Queens,38-12 Prince Street,Yes,Yes
1190,Barbounia,(212) 995-0242,3.7,$$$,10003,NY,New York,250 Park Avenue South,No,Yes
1191,Bouchon Bakery & Cafe,(212) 782-3890,3.7,$$$,10020,NY,New York,1 Rockefeller Plaza,No,Yes
1192,Cosme,(212) 913-9659,3.3,$$$,10010,NY,New York,35 East  21st Street,No,Yes
1193,Schmackary's,(646) 801-9866,4.4,$,10036,NY,New York,362 W 45th Street,Yes,Yes
1194,Perry Street,(212) 352-1900,4,$$$$,10014,NY,New York,176 Perry Street,No,No
1195,Hell's Kitchen,(212) 977-1588,3.9,$$,10019,NY,New York,754 9th Avenue,No,No
1196,The Malt House,(212) 228-7713,2.8,$$,10012,NY,New York,206 Thompson Street,No,Yes
1197,Hangawi,(212) 213-0077,3.9,$$$,10016,NY,New York,12 E 32nd Street,No,Yes
1198,Community Food & Juice,(212) 665-2800,4.1,$$$,10025,NY,New York,2893 Broadway,No,Yes
1199,Match 65,(212) 737-4400,4.1,$$$,10065,NY,New York,29 E 65th Street,Yes,Yes
1200,Patsy's Pizzeria,(212) 534-9783,4.2,$$,10035,NY,New York,2287-91 1st Avenue,Yes,Yes
1201,David Burke Kitchen,(212) 201-9119,3.5,$$$$,10013,NY,New York,23 Grand Street,No,No
1202,Da Nico,(212) 343-1212,4,$$$,10013,NY,New York,164 Mulberry Street,Yes,Yes
1203,Ceci Italian Restaurant,(212) 307-5484,3.8,$$,10036,NY,New York,46 W 46th Street,Yes,Yes
1204,Murray's Cheese,(212) 243-3289,4.3,$$,10014,NY,New York,254 Bleecker Street,Yes,Yes
1205,Hatsuhana,(212) 355-3345,3.9,$$$$,10017,NY,New York,17 E 48th Street,Yes,Yes
1206,Flaming Kitchen,(212) 925-8083,2.6,$$,10002,NY,New York,97 Bowery,Yes,Yes
1207,La Masseria,(212) 582-2111,4.1,$$$,10036,NY,New York,235 W 48th Street,No,No
1208,Tortilleria Nixtamal,(718) 699-2434,3.9,$$,11368,NY,Queens,104-05 47th Avenue,Yes,Yes
1209,Guantanamera,(212) 262-5354,3.8,$$$,10019,NY,New York,939 8th Avenue,Yes,Yes
1210,John Dory Oyster Bar,(212) 792-9000,3.6,$$$,10001,NY,New York,1196 Broadway,No,No
1211,Sushi Dojo,(646) 692-9398,3.7,$$$$,10009,NY,New York,110 1st Avenue,No,No
1213,Almond,(212) 228-7557,3.9,$$$,10010,NY,New York,12 E 22nd Street,No,Yes
1214,Macondo,(212) 473-9900,4,$$$,10002,NY,New York,157 E Houston Street,No,No
1215,Arturo's,(212) 677-3820,4.2,$$,10012,NY,New York,106 W Houston Street,Yes,Yes
1216,Tanoreen,(718) 748-5600,4,$$$,11220,NY,Brooklyn,7523 3rd Avenue,No,Yes
1217,Marlow & Sons,(718) 384-1441,4.1,$$$,11211,NY,Brooklyn,81 Broadway,No,Yes
1218,BLT Prime,(212) 995-8500,3.8,$$$$,10010,NY,New York,111 E 22nd Street,No,No
1219,Burke & Wills,(646) 823-9251,3.2,$$$$,10024,NY,New York,226 W 79th Street,No,No
1220,Noodle Pudding,(718) 625-3737,4,$$,11201,NY,Brooklyn,38 Henry Street,No,Yes
1221,Pasticceria Rocco,(212) 242-6031,3.9,$$,10014,NY,New York,243 Bleecker Street,No,No
1222,Hillstone,(212) 888-3828,3.9,$$$,10022,NY,New York,153 E 53rd Street,No,No
1223,Ladur��_e,(646) 392-7868,3.5,$$$,10012,NY,New York,398 W Broadway,Yes,Yes
1224,Vynl,(212) 974-2003,3.8,$$,10019,NY,New York,756 9th Avenue,Yes,Yes
1225,Melba's,(212) 864-7777,4.1,$$$,10026,NY,New York,300 W 114th Street,No,Yes
1226,Coffee Shop,(212) 645-1803,3.5,$$,10003,NY,New York,29 Union Square West,Yes,Yes
1228,Celeste,(212) 874-4559,3.9,$$,10024,NY,New York,502 Amsterdam Avenue,No,Yes
1229,Il Cortile,(212) 226-6060,4.1,$$$,10013,NY,New York,125 Mulberry Street,No,Yes
1230,Kitchenette Uptown,(212) 531-7600,4.6,$$,10027,NY,New York City,1272 Amsterdam Avenue,Yes,Yes
1231,Da Gennaro,(212) 431-3934,4,$$,10013,NY,New York,129 Mulberry Street,No,Yes
1232,Joe's Shanghai,(212) 333-3868,3.6,$$,10019,NY,New York,24 W 56th Street,Yes,Yes
1233,Caliente Cab Co.,(212) 243-8517,3.5,$$$,10014,NY,New York,61 7th Avenue,No,No
1234,Havana Alma de Cuba,(212) 242-3800,3.8,$$$,10014,NY,New York,94 Christopher Street,Yes,Yes
1235,Le Pain Quotidien,(212) 327-4900,3.8,$$,10028,NY,New York,1131 Madison Avenue,No,No
1236,Hop Kee,(212) 964-8365,3.7,$$,10013,NY,New York,21 Mott Street,No,Yes
1237,Tom's Restaurant,(718) 636-9738,4.4,$$,11238,NY,Brooklyn,782 Washington Avenue,Yes,Yes
1238,Angelo's Pizza,(212) 245-8811,4,$$,10019,NY,New York,1697 Broadway,No,Yes
1239,Blend on the Water,(718) 606-9851,3.2,$$$,11109,NY,New York City,4540 Center Boulevard,No,No
1240,Lindy's,(212) 767-8343,1.8,$$,10019,NY,New York,825 7th Avenue,No,Yes
1241,Gallaghers Steak House,(212) 586-5000,3.5,$$$,10019,NY,New York,228 W 52nd Street,No,No
1242,Koi,(212) 921-3330,3.7,$$$,10018,NY,New York,40 West 40th Street,No,No
1244,Pisticci,(212) 932-3500,4.9,$$$,10027,NY,New York,125 La Salle Street,Yes,No
1245,Magnolia Bakery,(212) 682-3588,3.4,$,10017,NY,Midtown East,Grand Central Terminal,No,Yes
1247,Bryant Park Grill,(212) 840-6500,3.8,$$$$,10018,NY,New York,Bryant Park,No,No
1248,Cowgirl,(212) 633-1133,4,$$$,10014,NY,New York,519 Hudson Street,Yes,Yes
1249,Obao,(212) 245-8880,3.5,$$$,10036,NY,New York,647 9th Avenue,Yes,Yes
1250,Chip Shop,(718) 855-7775,4,$$,11201,NY,Brooklyn,129 Atlantic Avenue,Yes,Yes
1251,Azalea,(212) 262-0105,3.7,$$$,10019,NY,New York,224 W 51st Street,No,Yes
1252,Sapporo Restaurant,(212) 869-8972,3.9,$$,10019,NY,New York,Times Square,No,No
1253,Lil' Frankie's,(212) 420-4900,4.1,$$,10003,NY,New York,19 1st Avenue,Yes,Yes
1254,Jacob's Pickles,(212) 470-5566,4.1,$$$,10024,NY,New York,509 Amsterdam Avenue,No,Yes
1255,Amor Cubano,(212) 996-1220,3.7,$$,10029,NY,New York,2018 3rd Avenue,Yes,Yes
1256,Salumeria Rosi Parmacotto,(212) 877-4800,4,$$,10023,NY,New York,283 Amsterdam Avenue,No,Yes
1259,Bocca di Bacco,(212) 265-8828,3.9,$$$,10019,NY,New York,828 9th Avenue,No,Yes
1260,Beard Papa's,(212) 799-3770,4.2,$,10024,NY,New York,2167 Broadway,No,Yes
1262,Jacques Torres Chocolate,(718) 875-9772,4.1,$$$,11201,NY,Brooklyn,66 Water Street,No,No
1263,Tasty Hand-Pulled Noodles,(212) 791-1817,4.1,$$,10013,NY,New York,1 Doyers Street,Yes,Yes
1264,Zum Schneider,(212) 598-1098,4.3,$$,10009,NY,New York,107 Avenue C,No,Yes
1265,Essex,(212) 533-9616,3.6,$$$,10002,NY,New York,120 Essex Street,No,No
1266,Dos Toros Taqueria,(212) 677-7300,4.4,$$,10003,NY,New York,137��_��_4th��_��_Avenue,No,Yes
1267,Vinegar Hill House,(718) 522-1018,4,$$$,11201,NY,Brooklyn,72 Hudson Avenue,No,No
1268,Epistrophy,(212) 966-0904,3.6,$$$,10012,NY,New York,200 Mott Street,Yes,Yes
1269,Parm,(212) 993-7189,4,$$$,10012,NY,New York,248 Mulberry Street,Yes,Yes
1270,Carbone Ristorante Italiano,(212) 290-2625,3.7,$$$,10018,NY,New York,331 West 38th Street,No,No
1271,The National,(212) 715-2400,3.7,$$$,10022,NY,New York,The Benjamin,No,No
1274,The Redhead,(212) 533-6212,3.8,$$$,10003,NY,New York,349 E 13th Street,No,Yes
1275,Tessa,(212) 390-1974,3.1,$$$,10024,NY,New York,349 Amsterdam Avenue,No,Yes
1276,Petrossian Restaurant,(212) 245-2214,3.4,$$$$,10019,NY,New York,182 W 58th Street,No,No
1277,Superfine,(718) 243-9005,4.2,$$$,11201,NY,Brooklyn,126 Front Street,No,No
1278,Francisco's Centro Vasco,(212) 645-6224,3.7,$$$$,10011,NY,New York,159 West 23rd Street,No,Yes
1280,Sprinkles Cupcakes,(212) 207-8375,3.8,$,10065,NY,New York,780 Lexington Avenue,Yes,Yes
1282,Porter House New York,(212) 823-9500,3.7,$$$$,10019,NY,New York,Time Warner Center,No,Yes
1283,Danji,(212) 586-2880,4,$$,10019,NY,New York,346 W 52nd Street,Yes,Yes
1284,Pete's Tavern,(212) 473-7676,3.9,$$$,10003,NY,New York,129 East 18th Street,Yes,Yes
1285,P.J. Clarke's,(212) 317-1616,3.7,$$$,10022,NY,New York,915 3rd Avenue,Yes,Yes
1286,Lattanzi Ristorante,(212) 315-0980,3.9,$$$,10036,NY,New York,361 West 46th Street,No,No
1287,Benoit,(646) 943-7373,3.6,$$$,10019,NY,New York,60 W 55th Street,No,Yes
1288,Esperanto,(212) 505-6559,4,$$$,10009,NY,New York,145 Avenue C,No,No
1290,Ayza Wine & Chocolate Bar,(212) 365-2992,3.3,$$$,10014,NY,New York,1 7th Avenue S,No,Yes
1292,Fisheye Bar & Grill,(718) 451-3474,4.3,$$$,11234,NY,Brooklyn,5913 Foster Avenue,No,Yes
1294,Queen of Sheba,(212) 397-0610,3.8,$$,10036,NY,New York,650 10th Avenue,Yes,Yes
1295,El Paso Restaurante Mexicano,(212) 831-9831,3.8,$$,10029,NY,New York,1643 Lexington Avenue,Yes,Yes
1297,Awash,(212) 961-1416,4,$$,10025,NY,New York,947 Amsterdam Avenue,Yes,Yes
1298,A Voce,(212) 823-2523,3.8,$$$$,10019,NY,New York,Time Warner Center,No,No
1300,Amici II,(212) 334-3869,3.7,$$,10013,NY,New York,165 Mulberry Street,No,Yes
1301,Motorino Pizza,(718) 599-8899,4,$$,11211,NY,Brooklyn,139 Broadway,Yes,Yes
