Name,Phone,Rate,Price,Zipcode,State,City,Address,Delivery,Takeout,Outdoor,Parking,Wifi
Frjtz Valencia,(415) 863-8272,3.5,Average $45 for two people (approx.),94110,CA,San Francisco,591 Valencia Street,Yes,Yes,Yes,No,No
Ace Wasabi's Rock-n-Roll Sushi,(415) 567-4903,3.8,Average $40 for two people (approx.),94123,CA,San Francisco,3339 Steiner Street,No,Yes,No,No,No
El Toro Taqueria,(415) 431-3351,3.7,Average $30 for two people (approx.),94110,CA,San Francisco,598 Valencia Street,No,Yes,No,No,No
Yuzuki Japanese Eatery,(415) 556-9898,3.7,Average $60 for two people (approx.),94110,CA,San Francisco,598 Guerrero Street,No,Yes,No,No,No
Red's Java House,(415) 777-5626,3.6,Average $35 for two people (approx.),94111,CA,San Francisco,Pier 30 The Embarcadero,No,Yes,Yes,No,No
Eureka Restaurant & Lounge,(415) 431-6000,4.3,Average $75 for two people (approx.),94114,CA,San Francisco,4063 18th Street,No,No,No,No,No
City Chopsticks,(415) 563-1085,3.4,Average $25 for two people (approx.)Lunch menu $20 for two people (approx.),94108,CA,San Francisco,883 Bush Street,Yes,Yes,No,No,No
Joanie's Happy Days Diner,(415) 928-4343,3.4,Average $30 for two people (approx.)Lunch menu $25 for two people (approx.),94133,CA,San Francisco,1329 Columbus Avenue,No,Yes,No,No,No
Giorgio's Pizzeria,(415) 668-1266,3.7,Average $30 for two people (approx.),94118,CA,San Francisco,151 Clement Street,Yes,Yes,No,No,No
Trace,(415) 817-7836,3.2,Average $40 for two people (approx.)Lunch menu $30 for two people (approx.),94105,CA,San Francisco,W Hotel,No,Yes,Yes,No,No
Mifune,(415) 922-0337,3.5,Average $40 for two people (approx.),94115,CA,San Francisco,Japan Center,No,Yes,No,No,No
Wise Sons,(415) 787-3354,3.4,Average $25 for two people (approx.),94110,CA,San Francisco,3150 24th Street,No,Yes,No,No,No
Khan Toke Thai House,(415) 668-6654,3.9,Average $40 for two people (approx.)Lunch menu $25 for two people (approx.),94121,CA,San Francisco,5937 Geary Boulevard,No,Yes,No,No,No
Capannina,(415) 409-8001,3.7,Average $50 for two people (approx.),94123,CA,San Francisco,1809 Union Street,Yes,Yes,No,No,No
The Rotunda,(415) 362-3900 (415) 249-2720,3.5,Average $90 for two people (approx.),94108,CA,San Francisco,Neiman Marcus,No,No,No,No,No
BurgerMeister,(415) 566-1274,3.8,Average $40 for two people (approx.),94117,CA,San Francisco,86 Carl Street,No,Yes,Yes,No,No
Bar Crudo,(415) 409-0679,3.8,Average $75 for two people (approx.),94117,CA,San Francisco,655 Divisadero Street,No,No,No,No,No
Marcello's,(415) 863-3900,4,Average $25 for two people (approx.),94114,CA,San Francisco,420 Castro Street,Yes,Yes,No,No,No
Lemongrass,(415) 346-1818 (415) 929-1183,3.7,Average $40 for two people (approx.),94109,CA,San Francisco,2348 Polk Street,Yes,Yes,No,No,No
Hog & Rocks,(415) 550-8627,3.7,Average $80 for two people (approx.),94110,CA,San Francisco,3431 19th Street,No,Yes,No,No,No
Goat Hill Pizza,(415) 641-1440,3.8,Average $40 for two people (approx.),94107,CA,San Francisco,300 Connecticut Street,No,Yes,No,No,No
Buca di Beppo,(415) 543-7673,3.6,Average $80 for two people (approx.),94103,CA,San Francisco,855 Howard Street,Yes,Yes,No,No,No
Aux Delices,(415) 928-4977,4.1,Average $50 for two people (approx.)Lunch menu $25 for two people (approx.),94109,CA,San Francisco,2327 Polk Street,Yes,Yes,No,No,No
Regent Thai,(415) 643-5893,3.8,,94131,CA,San Francisco,1700 Church Street,No,No,No,No,No
El Toreador,(415) 566-2673,4,Average $35 for two people (approx.),94127,CA,San Francisco,50 W Portal Avenue,No,Yes,No,No,No
Lolinda,(415) 550-6970,3.7,Average $90 for two people (approx.) with alcohol,94110,CA,San Francisco,2518 Mission District Street,No,Yes,No,No,No
L'Ardoise,(415) 437-2600,3.9,Average $75 for two people (approx.),94114,CA,San Francisco,151 Noe Street,No,No,No,No,No
Papalote,(415) 776-0106,3.8,Average $25 for two people (approx.) ,94117,CA,San Francisco,1777 Fulton Street,No,Yes,No,No,No
Lers Ros Thai,(415) 874-9661,3.6,Average $40 for two people (approx.),94102,CA,San Francisco,307 Hayes Street,Yes,Yes,Yes,No,No
Pauline's,(415) 552-2050,3.8,Average $50 for two people (approx.),94103,CA,San Francisco,260 Valencia Street,No,Yes,No,No,No
View Lounge,(415) 442-6003,3.2,Average $80 for two people (approx.) with alcohol,94103,CA,San Francisco,Marriott Marquis,No,No,No,No,No
Hakkasan,(415) 829-8148,3.5,,94104,CA,San Francisco,One Kearny,No,No,No,No,No
Brandy Ho's Hunan Food,(415) 788-7527,3.7,Average $40 for two people (approx.)Lunch menu $20 for two people (approx.),94133,CA,San Francisco,217 Columbus Avenue,Yes,Yes,No,No,No
Jackson Fillmore,(415) 346-5288,3.6,Average $50 for two people (approx.),94115,CA,San Francisco,2506 Fillmore Street,No,No,No,No,No
Perry's,(415) 922-9022,3.7,Average $30 for two people (approx.)Lunch menu $30 for two people (approx.),94123,CA,San Francisco,1944 Union Street,No,Yes,Yes,No,No
Cafe La Taza,(415) 392-2030,3.6,Average $30 for two people (approx.),94105,CA,San Francisco,470 Post Street,No,No,No,No,No
Bun Mee,(415) 800-7696,3.6,Average $25 for two people (approx.),94115,CA,San Francisco,2015 Fillmore Street,Yes,Yes,Yes,No,No
Go JoJo's Mojo,(415) 263-0024,enough,Average $30 for two people (approx.),94103,CA,San Francisco,Location Varies,No,Yes,Yes,No,No
Squat And Gobble,(415) 552-2125,3.7,Average $45 for two people (approx.),94114,CA,San Francisco,3600 16th Street,No,Yes,Yes,No,No
Mozzarella di Bufala,(415) 661-8900,3.9,Average $35 for two people (approx.),94127,CA,San Francisco,69 W Portal Avenue,Yes,Yes,No,No,No
Fish & Farm,(415) 474-3474,3.5,Average $80 for two people (approx.),94102,CA,San Francisco,339 Taylor Street,No,Yes,No,No,No
Moz Cafe,(415) 777-1080,3.7,Average $30 for two people (approx.),94103,CA,San Francisco,36 5th Street,No,Yes,No,No,No
Pescatore,(415) 561-1111,3.4,Average $55 for two people (approx.)Lunch menu $55 for two people (approx.),94133,CA,San Francisco,The Tuscan Hotel,No,Yes,Yes,No,No
Park Gyros,(415) 731-0400,3.5,Average $30 for two people (approx.),94122,CA,San Francisco,1201 9th Avenue,Yes,Yes,No,No,No
Mario's Bohemian Cigar Store Cafe,(415) 362-0536,3.6,Average $35 for two people (approx.),94133,CA,San Francisco,566 Columbus Avenue,No,No,Yes,No,No
Taco Shop at Underdogs,(415) 566-8700,3.8,Average $25 for two people (approx.) with alcohol,94122,CA,San Francisco,1824 Irving Street,No,Yes,No,No,No
The Chairman,(415) 813-8800,3.4,Average $20 for two people (approx.),94109,CA,San Francisco,670 Larkin Street,No,No,No,No,No
Humphry Slocombe,(415) 550-6971,3.3,Average $15 for two people (approx.),94111,CA,San Francisco,Ferry Building,No,No,No,No,No
Ella's,(415) 441-5669,3.6,Average $35 for two people (approx.)Lunch menu $40 for two people (approx.),94115,CA,San Francisco,500 Presidio Avenue,No,Yes,No,No,No
Pacific Cafe,(415) 387-7091,3.8,Average $70 for two people (approx.),94121,CA,San Francisco,7000 Geary Boulevard,No,Yes,No,No,No
Yamo,(415) 553-8911,3.8,Average $25 for two people (approx.),94110,CA,San Francisco,3406 18th Street,No,Yes,No,No,No
Burger Bar,(415) 269-4272,2.3,Average $60 for two people (approx.),94102,CA,170 O'Farrell Street,Macy's Marketplace,No,No,No,No,No
Schroeder's,(415) 421-4778,3.5,Average $85 for two people (approx.),94111,CA,San Francisco,240 Front Street,No,Yes,No,No,No
Arlequin,(415) 626-1211,3.6,Average $30 for two people (approx.),94102,CA,San Francisco,384 Hayes Street,No,No,Yes,No,No
Mazarine Coffee,(415) 398-7700,enough,Average $25 for two people (approx.),94102,CA,San Francisco,720 Market Street,No,No,Yes,No,No
MoMo's,(415) 227-8660,3.5,Average $75 for two people (approx.),94107,CA,San Francisco,760 2nd Street,No,Yes,Yes,No,No
Darn Good Food,(415) 402-5209,2.5,Average $35 for two people (approx.),94133,CA,San Francisco,322 Kearny Street,No,Yes,No,No,No
Beard Papa,(415) 978-9972,3.5,Average $15 for two people (approx.),94130,CA,San Francisco,99 Yerba Buena Lane,No,Yes,Yes,No,No
Harvey's,(415) 431-4278,3.5,Average $50 for two people (approx.)Lunch menu $30 for two people (approx.),94114,CA,San Francisco,500 Castro Street,No,Yes,No,No,No
California Pizza Kitchen,(415) 278-0443,3.5,,94103,CA,San Francisco,54 3rd Street,Yes,Yes,Yes,No,No
Udupi Palace,(415) 970-8000,3.7,Average $40 for two people (approx.),94110,CA,San Francisco,1007 Valencia Street,No,Yes,No,No,No
The Progress,(415) 673-1294,3.2,,94115,CA,San Francisco,1525 Fillmore Street,No,Yes,No,No,No
Palomino,(415) 512-7400,3.5,Average $70 for two people (approx.),94105,CA,San Francisco,345 Spear Street,No,No,Yes,No,No
SOMA Eats,(415) 543-7662,enough,Average $30 for two people (approx.),94105,CA,San Francisco,186 2nd Street,No,Yes,Yes,No,No
New Asia,(415) 391-6666,3.4,Average $30 for two people (approx.),94133,CA,San Francisco,772 Pacific Avenue,No,Yes,No,No,No
Atlas Cafe,(415) 648-1047,3.6,Average $30 for two people (approx.),94110,CA,San Francisco,3049 20th Street,No,Yes,Yes,No,No
Brother's Korean,(415) 387-7991,3.7,Average $45 for two people (approx.),94118,CA,San Francisco,4128 Geary Boulevard,No,Yes,No,No,No
Sushi Boat,(415) 781-5111,3.4,Average $45 for two people (approx.),94102,CA,San Francisco,389 Geary Street,No,Yes,Yes,No,No
South Park Cafe,(415) 495-7275,3.7,Average $50 for two people (approx.),94107,CA,San Francisco,108 South Park Street,No,No,Yes,No,No
Thai Stick,(415) 928-7730,3.7,Average $35 for two people (approx.),94109,CA,San Francisco,698 Post Street,No,Yes,No,No,No
Blue Barn Gourmet,(415) 441-3232,3.7,Average $35 for two people (approx.),94123,CA,San Francisco,2105 Chestnut Street,No,Yes,Yes,No,No
Luigi's Pizzeria,(415) 433-0400,1.9,Average $50 for two people (approx.),94133,CA,San Francisco,Pier 39,No,Yes,No,No,No
El Techo de Lolinda,(415) 550-6970,3.4,Average $60 for two people (approx.) with alcohol,94110,CA,San Francisco,2518 Mission District Street,No,No,Yes,No,No
Old Jerusalem Restaurant,(415) 642-5958,3.8,Average $50 for two people (approx.),94110,CA,San Francisco,2976 Mission District Street,No,Yes,No,No,No
San Francisco Fish Company,(415) 399-1111,2.8,Average $35 for two people (approx.),94111,CA,San Francisco,Ferry Building,No,No,No,No,No
Rue Lepic,(415) 474-6070,3.8,Average $110 for two people (approx.),94108,CA,San Francisco,900 Pine Street,No,No,No,No,No
Piccino,(415) 824-4224,3.7,Average $70 for two people (approx.)Lunch menu $45 for two people (approx.),94107,CA,San Francisco,1001 Minnesota Street,No,Yes,Yes,No,No
Penang Garden,(415) 296-7878,3.6,Average $40 for two people (approx.),94108,CA,San Francisco,728 Washington Street,No,Yes,No,No,No
Trick Dog,(415) 471-2999,3.4,Average $45 for two people (approx.) with alcohol,94110,CA,San Francisco,3010 20th Street,No,No,No,No,No
Myriad,(415) 525-4335,enough,Average $60 for two people (approx.),94110,CA,San Francisco,2491 Mission District Street,No,Yes,No,No,No
Kin Khao,(415) 362-7456,3.2,Average $80 for two people (approx.),94102,CA,San Francisco,Parc 55 Hotel,No,Yes,No,No,No
Kara's Cupcakes,(415) 351-2253,3.4,Average $10 for two people (approx.),94109,CA,San Francisco,Ghirardelli Square,No,Yes,Yes,No,No
Chieftain Irish Restaurant & Pub,(415) 615-0916,3.5,Average $20 for two people (approx.),94103,CA,San Francisco,198 5th Street,No,No,No,No,No
A la Turca,(415) 345-1011,3.7,Average $30 for two people (approx.),94109,CA,San Francisco,869 Geary Street,No,Yes,Yes,No,No
Patxi's Pizza,(415) 345-3995,3.8,Average $45 for two people (approx.),94123,CA,San Francisco,3318 Fillmore Street,Yes,Yes,Yes,No,No
Fringale,(415) 543-0573,3.8,Average $90 for two people (approx.)Lunch menu $65 for two people (approx.),94107,CA,San Francisco,570 4th Street,No,No,No,No,No
Liholiho Yacht Club,(415) 440-5446,3.3,Average $80 for two people (approx.),94109,CA,San Francisco,871 Sutter Street,No,No,No,No,No
Golden Era Vegan Restaurant,(415) 487-8687,3.4,Average $30 for two people (approx.),94102,CA,San Francisco,395 Golden Gate Avenue,No,Yes,No,No,No
Hard Water,(415) 392-3021,3.4,Average $60 for two people (approx.),94111,CA,San Francisco,Pier 3,No,No,Yes,No,No
Social Kitchen & Brewery,(415) 681-0330,3.8,Average $40 for two people (approx.) with alcohol,94122,CA,San Francisco,1326 9th Avenue,No,Yes,No,No,No
Chouchou,(415) 242-0960,3.7,Average $80 for two people (approx.)Lunch menu $60 for two people (approx.),94116,CA,San Francisco,400 Dewey Boulevard,No,Yes,No,No,No
Lahore Karahi,(415) 567-8603,3.7,Average $35 for two people (approx.),94109,CA,San Francisco,612 O'Farrell Street,No,Yes,No,No,No
Osha Thai,(415) 896-6742,3.3,Average $55 for two people (approx.),94107,CA,San Francisco,311 3rd Street,Yes,Yes,No,No,No
Firewood Cafe,(415) 252-0999,3.5,Average $45 for two people (approx.),94114,CA,San Francisco,4248 18th Street,No,Yes,No,No,No
Panta Rei,(415) 591-0900,3.6,,94133,CA,San Francisco,431 Columbus Avenue,No,Yes,Yes,No,No
Johnny Rockets,(415) 693-9120,3.6,Average $30 for two people (approx.),94133,CA,San Francisco,81 Jefferson Street,No,Yes,Yes,No,No
Cafe Du Soleil,(415) 934-8637,3.6,Average $25 for two people (approx.),94117,CA,San Francisco,200 Fillmore Street,No,No,Yes,No,No
The Sandwich Spot,(415) 829-2587,3.6,Average $25 for two people (approx.),94123,CA,San Francisco,3213 Pierce Street,No,Yes,Yes,No,No
Minas Brazilian Restaurant & Cachacaria,(415) 626-8727,3.8,Average $40 for two people (approx.)Lunch menu $30 for two people (approx.),94102,CA,San Francisco,41 Franklin Street,No,Yes,No,No,No
Gordo Taqueria,(415) 387-4484,4,Average $15 for two people (approx.),94121,CA,San Francisco,2252 Clement Street,No,No,No,No,No
Poesia,(415) 252-9325,3.6,Average $65 for two people (approx.),94114,CA,San Francisco,4072 18th Street,No,No,No,No,No
Brickhouse Cafe,(415) 369-0222,3.6,Average $45 for two people (approx.),94107,CA,San Francisco,426 Brannan Street,No,Yes,No,No,No
Thai House Express,(415) 864-5000,3.6,Average $40 for two people (approx.)Lunch menu $30 for two people (approx.),94114,CA,San Francisco,599 Castro Street,No,No,No,No,No
Out the Door,(415) 861-8032,3.5,Average $25 for two people (approx.),94111,CA,San Francisco,Ferry Building,No,No,No,No,No
Naan 'n' Curry,(415) 664-7225,3.5,Average $40 for two people (approx.),94122,CA,San Francisco,642 Irving Street,Yes,Yes,No,No,No
Ashoka Fine Indian Cuisine,(415) 567-8124,3.6,Average $40 for two people (approx.),94123,CA,San Francisco,2034 Chestnut Street,No,No,No,No,No
Picaro Tapas,(415) 431-4089,3.8,Average $50 for two people (approx.)Lunch menu $25 for two people (approx.),94103,CA,San Francisco,3120 16th Street,No,Yes,Yes,No,No
Parallel 37,(415) 773-6168,3.2,Average $65 for two people (approx.),94108,CA,San Francisco,Ritz-Carlton,No,Yes,No,No,No
Olea,(415) 202-8521,4,Average $45 for two people (approx.),94109,CA,San Francisco,1494 California Street,No,No,Yes,No,No
Nojo,(415) 896-4587,3.6,Average $45 for two people (approx.),94102,CA,San Francisco,231 Franklin Street,No,No,No,No,No
Flywheel Coffee Roasters,(415) 682-4023,enough,Average $10 for two people (approx.),94117,CA,San Francisco,672 Stanyan Street,No,No,No,No,No
Garibaldi's,(415) 563-8841,3.8,Average $75 for two people (approx.)Lunch menu $50 for two people (approx.),94115,CA,San Francisco,347 Presidio Avenue,No,Yes,No,No,No
Eastern Bakery,(415) 982-5157,3.3,Average $10 for two people (approx.),94108,CA,San Francisco,720 Grant Avenue,No,No,No,No,No
Caffe Cento,(415) 772-5000,2.5,Average $25 for two people (approx.)Lunch menu $25 for two people (approx.),94108,CA,San Francisco,Fairmont San Francisco Hotel,No,Yes,No,No,No
Thai Spice,(415) 775-4777,3.6,Average $35 for two people (approx.)Lunch menu $30 for two people (approx.),94109,CA,San Francisco,1730 Polk Street,No,No,No,No,No
Grandeho's Kamekyo,(415) 673-6828,3.5,Average $35 for two people (approx.),94109,CA,San Francisco,2721 Hyde Street,No,Yes,No,No,No
Ristorante Milano,(415) 673-2961,3.5,Average $70 for two people (approx.),94109,CA,San Francisco,1448 Pacific Avenue,No,No,No,No,No
David's Delicatessen,(415) 276-5950,1.9,Average $70 for two people (approx.)Lunch menu $60 for two people (approx.),94102,CA,San Francisco,474 Geary Street,No,Yes,No,No,No
Caffe Delle Stelle,(415) 252-1110,3.5,Average $65 for two people (approx.)Lunch menu $45 for two people (approx.),94102,CA,San Francisco,395 Hayes Street,No,Yes,Yes,No,No
Caffe Sport,(415) 981-1251,3.9,Average $80 for two people (approx.),94133,CA,San Francisco,574 Green Street,No,No,No,No,No
25 Lusk,(415) 496-5875,3.6,Average $70 for two people (approx.),94107,CA,San Francisco,25 Lusk Street,No,Yes,No,No,No
Ananda Fuara,(415) 621-1994,3.5,Average $40 for two people (approx.),94102,CA,San Francisco,1298 Market Street,No,Yes,No,No,No
Bouche,(415) 956-0396,3.7,Average $60 for two people (approx.) with alcohol,94108,CA,San Francisco,603 Bush Street,No,No,No,No,No
Chutney,(415) 931-5541,3.5,Average $25 for two people (approx.),94102,CA,San Francisco,511 Jones Street,Yes,Yes,No,No,No
Bread and Cocoa,(415) 956-7200,3.4,Average $35 for two people (approx.),94104,CA,San Francisco,199 Sutter Street,No,Yes,Yes,No,No
Southpaw BBQ,(415) 934-9300,3.3,Average $65 for two people (approx.),94110,CA,San Francisco,2170 Mission District Street,No,No,No,No,No
Town's End,(415) 512-0749,3.5,Average $45 for two people (approx.),94107,CA,San Francisco,2 Townsend Street,No,Yes,No,No,No
Garçon,(415) 401-8959,3.6,Average $70 for two people (approx.),94110,CA,San Francisco,1101 Valencia Street,No,No,No,No,No
Parlor 1255,(415) 249-0802,2.6,Average $30 for two people (approx.),94111,CA,San Francisco,1255 Battery Street,Yes,Yes,No,No,No
Golden Star Vietnamese,(415) 398-1215,3.5,Average $20 for two people (approx.),94108,CA,San Francisco,11 Walter U Lum Place,No,Yes,No,No,No
Osha Thai,(415) 826-7738,3.6,Average $60 for two people (approx.),94110,CA,San Francisco,819 Valencia Street,Yes,Yes,No,Yes,No
Perry's,(415) 495-6500,3.5,Average $80 for two people (approx.),94105,CA,San Francisco,Hotel Griffon,No,Yes,Yes,No,No
Sanraku,(415) 369-6166,3.4,Average $60 for two people (approx.),94103,CA,San Francisco,Metreon,No,Yes,No,No,No
Muracci's Japanese Curry,(415) 773-1101,3.4,Average $25 for two people (approx.),94108,CA,San Francisco,307 Kearny Street,Yes,Yes,No,No,No
King's,(415) 752-5198,3.9,Average $30 for two people (approx.),94118,CA,San Francisco,639 Clement Street,Yes,Yes,No,No,No
Florio,(415) 775-4300,3.6,Average $100 for two people (approx.),94115,CA,San Francisco,1915 Fillmore Street,No,No,No,No,No
Wako Japanese,(415) 682-4875,,,94118,CA,San Francisco,211 Clement Street,No,No,No,No,No
Albona,(415) 441-1040,3.9,Average $70 for two people (approx.),94133,CA,San Francisco,545 Francisco Street,No,No,No,No,No
Maykadeh,(415) 362-8286,3.5,Average $80 for two people (approx.),94133,CA,San Francisco,470 Green Street,Yes,Yes,No,Yes,No
Mikkeller Bar,(415) 984-0279,3.4,Average $30 for two people (approx.) with alcohol,94102,CA,San Francisco,34 Mason Street,No,No,No,No,No
