Restaurant Name,Phone,Rate,Price,Zipcode,State,City,Address,Has Delivery,Has Take-out,Has outdoor seating,Parking
Chuck’s Hole in the Wall BBQ,(206) 622-8717,4,$,98104,WA,Seattle,215 James St,Yes,Yes,No,Street
Pho Ba,(206) 621-0532,4,$,98104,WA,Seattle,415 7th Ave S,No,Yes,No,Street
Six Seven,(206) 269-4575,4,$$$,98121,WA,Seattle,2411 Alaskan Way,No,No,Yes,"Valet, Street, Private Lot"
Country Dough,(206) 728-2598,4,$,98101,WA,Seattle,1916 Pike Pl,No,Yes,Yes,Garage
Pestle Rock,(206) 466-6671,4_half,$$,98107,WA,Seattle,2305 NW Market St,No,Yes,Yes,Street
Petit Pierre Bakery,(206) 406-7271,5,$,98199,WA,Seattle,3204 W Mcgraw St,No,Yes,Yes,Street
Clever Bottle,(206) 915-2220,4,$$,98121,WA,Seattle,2222 2nd Ave,No,No,Yes,Street
The Golden Olive,(206) 216-4674,4,$,98109,WA,Seattle,521 Queen Anne Ave N,Yes,Yes,No,Street
Cafe Flora,(206) 325-9100,4,$$,98112,WA,Seattle,2901 E Madison St,No,Yes,Yes,"Street, Private Lot"
Chocolat Vitale,(206) 297-0863,5,$$,98107,WA,Seattle,6257 3rd Ave NW,No,Yes,Yes,Street
Citizen,(206) 284-1015,4,$$,98109,WA,Seattle,706 Taylor Ave N,No,Yes,Yes,"Street, Private Lot"
Uneeda Burger,(206) 547-2600,4,$$,98103,WA,Seattle,4302 Fremont Ave N,No,Yes,Yes,Street
Amazing Thai Cuisine,(206) 528-0102,4_half,$,98105,WA,Seattle,5210 Roosevelt Way NE,Yes,Yes,No,Street
Pomerol,(206) 632-0135,4,$$$,98103,WA,Seattle,127 N 36th St,No,No,Yes,Street
Chocolati Café,(206) 293-2791,4_half,$,98104,WA,Seattle,1000 4th Ave,No,Yes,No,Street
Peloton,(206) 569-4265,5,$$,98122,WA,Seattle,1220 E Jefferson St,No,Yes,No,No
Rain City Burgers,(206) 525-3542,4_half,$,98115,WA,Seattle,6501 Roosevelt Way NE,No,Yes,No,Street
The Cookie Counter,,5,$,98103,WA,Seattle,7415 Greenwood Ave N,No,Yes,No,No
Palisade,(206) 285-1000,4,$$$,98199,WA,Seattle,2601 W Marina Pl,No,No,Yes,Private Lot
Silence-Heart-Nest,(206) 633-5169,4,$$,98103,WA,Seattle,3508 Fremont Pl N,No,Yes,No,Street
JarrBar,(206) 209-2239,4_half,$$,98101,WA,Seattle,1432 Western Ave,No,No,No,No
Marination Station,(206) 325-8226,4,$,98122,WA,Seattle,1412 Harvard Ave,No,Yes,Yes,No
Roy Street Coffee & Tea,(206) 325-2211,4,$,98102,WA,Seattle,700 Broadway Ave E,No,Yes,Yes,Street
Liberty,(206) 323-9898,4,$$,98112,WA,Seattle,517 15th Ave E,No,Yes,No,Street
The Walrus and the Carpenter,(206) 395-9227,4,$$$,98107,WA,Seattle,4743 Ballard Ave NW,No,No,Yes,Street
Mamnoon,(206) 906-9606,4,$$,98122,WA,Seattle,1508 Melrose Ave,No,Yes,No,Street
Mike’s Noodle House,(206) 389-7099,4,$,98104,WA,Seattle,418 Maynard Ave S,No,Yes,No,Street
Tat’s Truck,(206) 538-2133,4_half,$$,98104,WA,Seattle,,No,Yes,No,No
Marshall Park,(206) 684-4075,4_half,,98119,WA,Seattle,7th Ave W and W Highland Dr,No,No,No,No
Tacos El Asadero,(206) 722-9977,4_half,$,98118,WA,Seattle,3517 Rainier Ave S,No,Yes,Yes,Private Lot
How To Cook a Wolf,(206) 838-8090,4,$$$,98109,WA,Seattle,2208 Queen Anne Ave N,No,No,No,Street
Vittles Neighborhood Bistro & Bar,(206) 448-3348,4,$$,98121,WA,Seattle,2330 2nd Ave,Yes,Yes,Yes,Street
Mr. D’s Greek Delicacies,(206) 622-4881,4,$,98101,WA,Seattle,1518 Pike Pl,No,Yes,No,Street
Jimi Hendrix Statue,,4_half,,98127,WA,Seattle,1604 Broadway,No,No,No,No
Medina Hookah Lounge,(206) 856-7660,4_half,$,98134,WA,Seattle,700 S Dearborn St,No,No,No,Street
Shawarma King,(206) 420-1484,4_half,$,98105,WA,Seattle,4337 University Way NE,No,Yes,No,Street
Java Jahn,(206) 789-9441,4_half,$,98107,WA,Seattle,1428 Nw Leary Way,No,Yes,Yes,Street
Poppy,(206) 324-1108,4,$$$,98102,WA,Seattle,622 Broadway E,No,No,Yes,Street
Kate’s Pub,(206) 547-6832,4,$,98105,WA,Seattle,309 NE 45th St,No,Yes,No,Street
Bellini Italian Bistro,(206) 441-4480,4,$$,98121,WA,Seattle,2302 1st Ave,Yes,Yes,Yes,"Street, Private Lot"
Black Bamboo,(206) 443-9898,4,$$,98121,WA,Seattle,2236 3rd Ave,No,Yes,No,Street
Parsons Gardens,(206) 684-4081,4_half,,98119,WA,Seattle,7th Avenue W and W Highland Dr,No,No,No,No
Din Tai Fung,(206) 525-0958,4,$$,98105,WA,Seattle,2621 NE 46th St,No,Yes,No,Garage
Seattle Center,(206) 684-7200,4,,98109,WA,Seattle,305 Harrison St,No,No,No,"Street, Private Lot"
Kizuki Ramen & Izakaya,(206) 420-1497,4,$$,98122,WA,Seattle,320 E Pine St,No,Yes,No,Street
Wedgwood II Vegetarian Thai,(206) 724-0655,4,$$,98102,WA,Seattle,420 Broadway E,No,Yes,No,Street
Niko’s Gyros,(206) 285-4778,4_half,$,98199,WA,Seattle,2231 32nd  Ave W,No,Yes,Yes,Street
Zeitgeist Kunst & Kaffee,(206) 583-0497,4,$,98104,WA,Seattle,171 S Jackson St,No,Yes,Yes,Street
Mr. West Cafe Bar,(206) 900-9378,4_half,$$,98101,WA,Seattle,720 Olive Way,No,Yes,Yes,Garage
Voxx Coffee,(206) 324-2778,4,$,98102,WA,Seattle,2245 Eastlake Ave E,No,Yes,Yes,Street
RN74,(206) 456-7474,4,$$$,98101,WA,Seattle,1433 4th Ave,No,No,No,"Valet, Street"
MOD Pizza,(206) 332-0200,4,$,98101,WA,Seattle,1302 6th Ave,No,Yes,Yes,"Garage, Street"
Spring Roll House-Deli,(206) 726-1628,4_half,$,98144,WA,Seattle,1221 Main St,No,Yes,No,Private Lot
The Octopus Bar,(206) 582-2483,4,$$,98103,WA,Seattle,2109 N 45th St,No,No,Yes,Street
Rose Garden at Woodland Park Zoo,(206) 233-7272,4_half,,98103,WA,Seattle,750 N 50th St,No,No,No,Private Lot
Bakeman’s Restaurant,(206) 622-3375,4,$,98104,WA,Seattle,122 Cherry St,No,Yes,No,Street
Polish Home Association,(206) 322-3020,4_half,$$,98122,WA,Seattle,1714 18th Ave,No,Yes,No,Private Lot
Mee Sum Pastry,(206) 682-6780,4,$,98101,WA,Seattle,1526 Pike Pl,No,Yes,No,Street
Vaca Loca The Latin Taste,(206) 595-2018,4,$$,98102,WA,Seattle,219 Broadway E,Yes,Yes,No,Street
Palace Kitchen,(206) 448-2001,4,$$,98121,WA,Seattle,2030 5th Ave,No,Yes,No,Street
Heyday,(206) 829-9816,4_half,$$,98144,WA,Seattle,1372 31st Ave S,No,Yes,No,Street
Georgian Restaurant,(206) 621-7889,4,$$$,98101,WA,Seattle,411 University Street,No,No,No,Valet
Fuel,(206) 329-4700,4,$,98112,WA,Seattle,610 19th Ave E,No,Yes,Yes,Street
Cinnamon Works,(206) 583-0085,4,$,98101,WA,Seattle,1536 Pike Pl,No,Yes,No,Street
Aladdin Gyro-Cery,(206) 632-5253,4,$,98105,WA,Seattle,4139 University Way NE,No,Yes,No,Street
Alibi Room,(206) 623-3180,4,$$,98101,WA,Seattle,85 Pike St,No,Yes,No,Street
Brouwer’s Cafe,(206) 267-2437,4,$$,98103,WA,Seattle,400 N 35th St,No,No,Yes,Street
Über Tavern,(206) 782-2337,4_half,$$,98103,WA,Seattle,7517 Aurora Ave N,No,No,Yes,Street
Hamilton Viewpoint Park,(206) 684-4075,5,,98116,WA,Seattle,1531 California Way SW,No,No,No,No
Caffe Zingaro,(206) 352-2861,4,$,98109,WA,Seattle,127 Mercer St,No,Yes,Yes,Street
Columbia Center,(206) 386-5151,4_half,,98104,WA,Seattle,701 5th Ave,No,No,No,No
Marination Mobile,,4_half,$,98109,WA,Seattle,309 Pontius Ave N,No,Yes,No,No
Guanaco’s Tacos Pupuseria,(206) 547-2369,4,$,98105,WA,Seattle,4106 Brooklyn Ave NE,No,Yes,Yes,Street
Veraci Pizza,(206) 525-1813,4,$$,98107,WA,Seattle,500 NW Market St,No,Yes,No,Private Lot
Skillet Street Food,(206) 512-2000,4,$$,98101,WA,Seattle,512 Stewart St,No,Yes,No,Street
The Carlile Room,(206) 946-9720,4,$$,98101,WA,Seattle,820 Pine St,No,Yes,No,Street
Shawn O’Donnell’s American Grill & Irish Pub,(206) 602-6380,4,$$,98104,WA,Seattle,508 2nd Ave,Yes,Yes,Yes,Street
Terra Plata,(206) 325-1501,4,$$$,98122,WA,Seattle,1501 Melrose Ave,No,No,Yes,Street
Salee Thai Restaurant,(206) 457-5375,4_half,$$,98102,WA,Seattle,2355 10th Ave E,Yes,Yes,No,No
Geo’s Cuban & Creole Cafe,(206) 706-3117,4_half,$$,98107,WA,Seattle,6301 Seaview Ave NW,No,Yes,Yes,"Street, Private Lot"
The Upstairs,(206) 441-4013,4,$$,98121,WA,Seattle,2209 2nd Ave,No,No,No,Street
Cocoa Banana,,4,$,98104,WA,Seattle,118 Cherry St,No,Yes,No,Street
Araya’s Place,(206) 524-4332,4_half,$$,98105,WA,Seattle,5240 University Way NE,No,Yes,No,Street
Pizzeria Credo,(206) 402-3784,4_half,$$,98116,WA,Seattle,4520 California Ave SW,No,Yes,No,Street
Meeples Games,(206) 535-7896,5,$,98116,WA,Seattle,3727 California Ave SW,No,Yes,Yes,"Street, Private Lot"
Fuji Bakery,(206) 623-4050,4,$,98104,WA,Seattle,526 S King St,No,Yes,No,Street
Banh Mi Unwrapped,(206) 456-7192,4_half,$,98105,WA,Seattle,4725 University Way NE,No,Yes,No,Street
Caffé D’arte,(206) 728-4468,4,$,98101,WA,Seattle,1625 2nd Ave,No,Yes,No,Street
Revolution Wine,(425) 283-9085,4_half,$$,98122,WA,Seattle,518 E. Pike Street,No,No,No,Street
Sun Liquor Distillery,(206) 720-1600,4,$$,98122,WA,Seattle,514 E Pike St,No,No,Yes,Street
Canon,(206) 552-9755,4,$$,98122,WA,Seattle,928 12th Ave,No,No,No,Street
Wann Yen,(206) 432-5902,4_half,$,98105,WA,Seattle,1313 NE 43rd St,No,Yes,No,Street
Naka,(206) 294-5230,4,$$$$,98122,WA,Seattle,1449 E Pine St,No,No,No,"Garage, Street, Private Lot"
The Shop Agora,(206) 322-1103,4_half,$$,98112,WA,Seattle,346 15th Ave E,No,Yes,No,Street
Honor Coffee,(206) 448-6638,4_half,$,98109,WA,Seattle,100 4th Ave N,No,Yes,Yes,"Garage, Street"
Tofully,(206) 682-1300,4,$$,98104,WA,Seattle,502 S King St,No,Yes,No,Street
Manu’s Bodega,(206) 682-2175,4,$$,98104,WA,Seattle,100 Prefontaine Pl S,No,Yes,Yes,Street
AQUA by El Gaucho,(206) 956-9171,4,$$$$,98121,WA,Seattle,2801 Alaskan Way,No,Yes,Yes,Valet
The Innkeeper,(206) 441-7817,4,$$,98121,WA,Seattle,2510 1st Ave,No,Yes,Yes,Street
The Twilight Exit,(206) 324-7462,4,$$,98122,WA,Seattle,2514 E Cherry St,No,Yes,Yes,Street
Vermillion,(206) 709-9797,4,$,98122,WA,Seattle,1508 11th Ave,No,No,No,Street
The Triple Door,(206) 838-4333,4,$$,98101,WA,Seattle,216 Union St,No,No,No,"Valet, Garage, Street"
Long Provincial Vietnamese,(206) 443-6266,4,$$,98101,WA,Seattle,1901 2nd Ave,No,Yes,No,Street
Schooner Exact Brewing Company,(206) 432-9734,4_half,$$,98134,WA,Seattle,3901 1st Ave S,No,Yes,Yes,"Street, Private Lot"
Caffe Migliore,(206) 624-9893,4,$$,98161,WA,Seattle,1215 4th Ave,No,Yes,Yes,Street
El Borracho,(206) 538-0440,4,$$,98101,WA,Seattle,1521 1st Ave,No,Yes,Yes,Street
Fonte Cafe and Wine Bar,(206) 777-6193,4,$$,98101,WA,Seattle,1321 1st Ave,No,Yes,Yes,"Garage, Street"
Moondrop Coffee & Tea,(206) 430-5839,4_half,$,98126,WA,Seattle,1619 Harbor Ave SW,No,Yes,Yes,Street
The Butcher & The Baker,(206) 414-3100,4_half,$$,98115,WA,Seattle,6412 Latona Ave NE,No,Yes,Yes,Street
Vios Cafe,(206) 329-3236,4,$$,98112,WA,Seattle,903 19th Ave E,No,Yes,Yes,Street
Space Needle,(206) 905-2100,4,,98109,WA,Seattle,400 Broad St,No,No,No,No
Smith Tower,(206) 624-0414,4,,98104,WA,Seattle,500 2nd Ave,No,No,No,No
Hot Mama’s Pizza,(206) 322-6444,4,$,98122,WA,Seattle,700 E Pine St,Yes,Yes,Yes,Street
Brimmer & Heeltap,(206) 420-2534,4,$$,98107,WA,Seattle,425 NW Market St,No,Yes,Yes,Street
Add-a-Ball,(206) 696-1613,4_half,$,98103,WA,Seattle,315 N 36th St,No,No,No,Street
Vendemmia,(206) 466-2533,4_half,$$$,98122,WA,Seattle,1126 34th Ave,No,No,No,Street
Blueacre Seafood,(206) 659-0737,4,$$$,98101,WA,Seattle,1700 7th Ave,No,Yes,Yes,"Garage, Street"
Pizza Pi Vegan Pizzaria,(206) 343-1415,4,$$,98105,WA,Seattle,5500 University Way NE,Yes,Yes,No,Street
Russell’s,(206) 547-1653,4_half,$$,98103,WA,Seattle,4111 Stone Way N,No,No,No,Street
Chuck’s Hop Shop,(206) 297-6212,4_half,$$,98117,WA,Seattle,656 NW 85th St,No,No,Yes,Street
Freshy’s,(206) 937-4316,4_half,$,98116,WA,Seattle,2735 California Ave SW,No,Yes,Yes,Street
Chef Cafe,(206) 568-2681,4,$,98144,WA,Seattle,2200 S Jackson St,No,Yes,No,Street
Chef Cafe,(206) 568-2681,4,$,98144,WA,Seattle,2200 S Jackson St,No,Yes,No,Street
Feierabend,(206) 340-2528,4,$$,98109,WA,Seattle,422 Yale Ave N,No,No,Yes,Street
Porchlight Coffee & Records,(206) 329-5461,4_half,$,98122,WA,Seattle,1517 14th Ave,No,Yes,Yes,Street
Crepe De France,(206) 624-2196,4,$$,98101,WA,Seattle,93 Pike St,No,Yes,No,Street
Citra,(206) 327-9012,4_half,$,98105,WA,Seattle,4730 University Way NE,No,Yes,Yes,Street
Meet the Moon,(206) 707-9730,4_half,$$,98122,WA,Seattle,120 Lakeside Ave,No,Yes,Yes,Street
Observation Deck At the Space Needle,(800) 937-9582,4,,98109,WA,Seattle,400 Broad St,No,No,No,No
Pam’s Kitchen,(206) 420-2320,4_half,$$,98109,WA,Seattle,609 Eastlake Ave E,No,Yes,No,Street
Humble Pie,(206) 329-5133,4,$$,98144,WA,Seattle,525 Rainier Ave S,No,Yes,Yes,"Street, Private Lot"
Sichuanese Cuisine,(206) 489-4572,4,$$,98104,WA,Seattle,1048 S Jackson St,No,Yes,No,Private Lot
The Stumbling Monk,(206) 860-0916,4,$$,98102,WA,Seattle,1635 E Olive Way,No,No,No,Street
Staple & Fancy Mercantile,(206) 789-1200,4,$$$,98107,WA,Seattle,4739 Ballard Ave NW,No,No,No,Street
The Brooklyn Seafood,(206) 224-7000,4,$$$,98101,WA,Seattle,1212 2nd Ave,No,Yes,No,"Garage, Street"
Via Tribunali,(206) 322-9234,4,$$,98122,WA,Seattle,913 E Pike St,No,Yes,No,Street
New Century Tea Gallery,(206) 622-3599,4_half,$$,98104,WA,Seattle,416 Maynard Ave S,No,Yes,No,Street
Serious Pie,(206) 923-8012,4,$$,98101,WA,Seattle,1124 Pike St,No,Yes,No,"Garage, Street"
Boat Street Kitchen & Bistro,(206) 632-4602,4,$$,98121,WA,Seattle,3131 Western Ave,No,Yes,Yes,Street
Uptown Espresso,(206) 285-3757,4,$,98109,WA,Seattle,525 Queen Anne Ave N,No,Yes,Yes,Street
Comet Dogs,,4_half,$,98122,WA,Seattle,922 E Pike St,No,Yes,No,Street
Plaka Estiatorio,(206) 829-8934,4,$$,98107,WA,Seattle,5407 20th Ave NW,No,Yes,No,Street
Pizzeria 88,(206) 328-7817,4,$$,98102,WA,Seattle,416 Broadway E,No,Yes,Yes,Street
The Hi Spot Cafe,(206) 325-7905,4,$$,98122,WA,Seattle,1410 34th Ave,No,Yes,Yes,Street
5 Spot,(206) 285-7768,4,$$,98109,WA,Seattle,1502 Queen Anne Ave N,No,Yes,No,Street
Local 360,(206) 441-9360,4,$$,98121,WA,Seattle,2234 1st Ave,No,Yes,Yes,Street
Lighthouse Roasters,(206) 633-4444,4,$,98103,WA,Seattle,400 N 43rd St,No,Yes,Yes,Street
El Legendario Mexican Restaurant,(206) 539-9731,4_half,$$,98103,WA,Seattle,4705 Aurora Ave N,No,Yes,No,Street
Saigon Vietnam Deli,(206) 328-2357,4,$,98144,WA,Seattle,1200 S Jackson St,No,Yes,No,Private Lot
Marination Ma Kai,(206) 328-8226,4,$,98126,WA,Seattle,1660 Harbor Ave SW,No,Yes,Yes,Street
Harbor Café,(206) 340-9908,4,$,98101,WA,Seattle,1411 4th Ave,No,Yes,No,Street
Gourmet Noodle Bowl,(206) 264-8899,4,$$,98104,WA,Seattle,707 8th Ave S,No,Yes,No,Street
The Faerie Queene,(206) 816-0522,4_half,$$,98104,WA,Seattle,90 Yesler Way,No,Yes,No,No
Tilth,(206) 633-0801,4,$$$,98103,WA,Seattle,1411 N 45th St,No,No,Yes,Street
Mezcaleria Oaxaca,(206) 216-4446,4,$$,98109,WA,Seattle,2123 Queen Anne Ave N,No,Yes,No,Street
Mr Gyros - Seattle,(206) 535-8841,4_half,$,98105,WA,Seattle,256 NE 45th St,No,Yes,No,Street
Bibimbap,(206) 623-1650,4,$,98104,WA,Seattle,95 Marion St,No,Yes,No,Street
Betty,(206) 352-3773,4,$$,98109,WA,Seattle,1507 Queen Anne Ave N,No,Yes,No,Street
Sushi Kanpai,(206) 588-2769,4,$$,98104,WA,Seattle,900 8th Ave,No,Yes,No,"Garage, Street"
Macrina Bakery & Cafe,(206) 283-5900,4,$$,98119,WA,Seattle,615 W McGraw St,No,Yes,Yes,Street
Mamnoon Street,(206) 327-9121,4,$$,98121,WA,Seattle,2020 6th Ave,No,Yes,Yes,No
Plum Vegan Bistro,(206) 838-5333,4,$$,98122,WA,Seattle,1429 12th Ave,No,Yes,No,Street
The Sixgill,(206) 466-2846,4,$$,98103,WA,Seattle,3417 Evanston Ave N,No,No,Yes,Street
Tavern Law,(206) 322-9734,4,$$,98122,WA,Seattle,1406 12th Ave,No,No,Yes,Street
The Whisky Bar,(206) 443-4490,4,$$,98121,WA,Seattle,2122 2nd Ave,No,No,No,Street
Habitant,(206) 628-1635,4_half,$$,98101,WA,Seattle,500 Pine St,No,No,No,No
Silver Tray,(206) 632-2300,4,$$,98103,WA,Seattle,2101 N 45th St,Yes,Yes,Yes,Street
Revel,(206) 547-2040,4,$$,98103,WA,Seattle,403 N 36th St,No,Yes,Yes,"Street, Private Lot"
La Teranga,(206) 725-1188,4_half,$$,98118,WA,Seattle,4903 1/2 Rainier Ave S,No,Yes,No,Street
Sod House Bakery,(206) 522-3000,4_half,$,98115,WA,Seattle,2114 NE 65th St,No,Yes,No,Street
GoldinBlack,(206) 466-2737,4,$$,98109,WA,Seattle,621 Queen Anne Ave N,No,Yes,No,Street
Harbor City Restaurant,(206) 621-2228,4,$$,98104,WA,Seattle,707 S King St,No,Yes,No,Street
Post Alley Pizza,(206) 382-8475,4,$,98101,WA,Seattle,1123 Post Ave,Yes,Yes,Yes,Street
Hot Dog Joes,,4_half,$,98121,WA,Seattle,1st Ave & Blanchard St,No,Yes,No,Street
Gyro Cafe,(206) 324-6435,4,$,98112,WA,Seattle,107 15th Ave E,No,Yes,No,Street
Volunteer Park Cafe & Marketplace,(206) 328-3155,4,$$,98112,WA,Seattle,1501 17th Ave E,No,Yes,Yes,Street
Triumph Bar,(206) 420-1791,4,$$,98109,WA,Seattle,114 Republican St,No,Yes,Yes,Validated
Fat’s Fried Chicken & Waffles,(206) 602-6863,4,$$,98122,WA,Seattle,2726 E Cherry St,No,Yes,No,Street
Biscuit Bitch,(206) 623-1859,4_half,$,98104,WA,Seattle,621 3rd Ave,No,Yes,No,Street
Le Petit Cochon,(206) 829-8943,4,$$$,98103,WA,Seattle,701 N 36th St,No,No,No,Street
Hazlewood,(206) 783-0478,4_half,$$,98107,WA,Seattle,2311 NW Market St,No,No,Yes,Street
Babirusa,(206) 329-2744,4_half,$$,98102,WA,Seattle,2236 Eastlake Ave E,No,Yes,Yes,Private Lot
Tamarind Tree,(206) 860-1404,4,$$,98104,WA,Seattle,1036 S Jackson St,No,Yes,Yes,Private Lot
A + Hong Kong Kitchen,(206) 682-1267,4_half,$,98104,WA,Seattle,419 6th Ave S,No,Yes,No,Garage
Bad Jimmy’s Brewing Co.,(206) 789-1548,4,$,98107,WA,Seattle,4358 B Leary Way Nw,No,No,Yes,Street
Dur Dur Cafe,(206) 324-3110,4_half,$,98122,WA,Seattle,2212 E Cherry St,No,Yes,No,Street
Panama Hotel Tea & Coffee House,(206) 515-4000,4,$,98104,WA,Seattle,607 S Main St,No,Yes,No,Street
Porkchop & Co,(206) 257-5761,4_half,$$,98107,WA,Seattle,5451 Leary Ave NW,No,Yes,Yes,Street
Old Stove Brewing,(206) 829-4800,4_half,$$,98101,WA,Seattle,1525 1st Ave,No,No,Yes,Street
Procopio Gelateria,(206) 622-4280,4_half,$,98101,WA,Seattle,1501 Western Ave,No,Yes,Yes,"Garage, Street"
Urban Sushi Kitchen,(206) 448-6953,4,$$,98101,WA,Seattle,600 Stewart St,No,Yes,No,"Garage, Street"
Pagliacci Pizza,(206) 726-1717,4,$,98102,WA,Seattle,426 Broadway E,Yes,Yes,Yes,Street
Thanh Vi,(206) 633-7867,4,$,98105,WA,Seattle,4226 University Way NE,No,Yes,No,Street
IL Bistro,(206) 682-3049,4,$$$,98101,WA,Seattle,93 Pike St,No,Yes,Yes,Street
Mixto,(206) 467-3098,4_half,$,98104,WA,Seattle,521 3rd Ave,Yes,Yes,No,Street
The Pine Box,(206) 588-0375,4,$$,98122,WA,Seattle,1600 Melrose Ave,No,No,Yes,Street
Herkimer Coffee,(206) 525-5070,4_half,$,98105,WA,Seattle,5611 University Way NE,No,Yes,Yes,Street
MOD Pizza,(206) 632-7111,4,$,98105,WA,Seattle,1414 NE 42nd St,No,Yes,Yes,"Garage, Street"
Magic Dragon,(206) 284-7470,4,$,98119,WA,Seattle,1827 15th Ave W,No,Yes,No,Private Lot
Rancho Bravo Tacos,,4,$,98105,WA,Seattle,211 NE 45th St,No,Yes,Yes,Private Lot
The Sitting Room,(206) 285-2830,4,$$,98119,WA,Seattle,108 W Roy St,No,No,Yes,Street
Caffè Umbria,(206) 624-5847,4,$,98104,WA,Seattle,320 Occidental Ave S,No,Yes,Yes,Street
Aglio e Olio,(206) 709-8883,4_half,$$,98112,WA,Seattle,2743 E Madison St,Yes,Yes,No,Private Lot
Electric Cloud Coffee,,4_half,$,98109,WA,Seattle,318 Nickerson St,No,Yes,Yes,No
Homegrown,(877) 567-9240,4,$$,98122,WA,Seattle,1531 Melrose Ave,No,Yes,Yes,Street
Tippe and Drague Alehouse,(206) 538-0094,4_half,$$,98144,WA,Seattle,3315 Beacon Ave S,No,Yes,Yes,Street
Place Pigalle,(206) 624-1756,4,$$$,98101,WA,Seattle,81 Pike St,No,No,Yes,Street
Casco Antiguo,(206) 538-0400,4,$$,98104,WA,Seattle,115 Occidental Ave S,No,Yes,Yes,Street
Mecca Cafe,(206) 285-9728,4,$,98109,WA,Seattle,526 Queen Anne Ave N,No,Yes,No,Street
Caffe Lieto,(206) 441-7999,4,$,98101,WA,Seattle,1909 1st Ave,No,Yes,Yes,Street
Vif Wine|Coffee,(206) 557-7357,4,$$,98103,WA,Seattle,4401 Fremont Ave North,No,Yes,Yes,Private Lot
The Swinery,(206) 932-4211,4_half,$$,98116,WA,Seattle,3207 California Ave SW,No,Yes,Yes,Street
Mia’s Off Broadway Cafe,(206) 325-4992,4_half,$,98122,WA,Seattle,1601 Harvard Ave,No,Yes,Yes,Street
Pike Place Chowder,(206) 838-5680,4,$$,98101,WA,Seattle,600 Pine St,No,Yes,No,"Valet, Garage, Street"
Tutta Bella Neapolitan Pizzeria,(206) 633-3800,4,$$,98103,WA,Seattle,4411 Stone Way N,No,Yes,Yes,"Street, Private Lot"
Wayward Vegan Cafe,(206) 524-0204,4_half,$$,98115,WA,Seattle,801 NE 65th St,Yes,Yes,No,Street
Lloyd Martin,(206) 420-7602,4,$$$,98109,WA,Seattle,1525 Queen Anne Ave N,No,No,No,Street
Woodland Park,(206) 684-4075,4_half,,98103,WA,Seattle,1000 N 50th St,No,No,No,No
Fish On Bait and Tackle Shop,(206) 284-2235,5,$,98119,WA,Seattle,955 Alaskan Way W,No,Yes,Yes,Private Lot
Unicorn,(206) 325-6492,4,$$,98122,WA,Seattle,1118 E Pike St,No,Yes,No,Street
Vital T Leaf,(206) 441-7476,4_half,$$,98121,WA,Seattle,2003 Western Ave,No,Yes,No,Street
Sugar Bakery & Cafe,(206) 749-4105,4,$,98104,WA,Seattle,1014 Madison St,No,Yes,No,Street
Sugar Bakery & Cafe,(206) 749-4105,4,$,98104,WA,Seattle,1014 Madison St,No,Yes,No,Street
Mykonos Greek Grill,(206) 523-8929,4_half,$$,98115,WA,Seattle,310 NE 72nd St,No,Yes,Yes,Street
Can Can,(206) 652-0832,4,$$,98101,WA,Seattle,94 Pike St,No,No,No,Street
Pacific Inn Pub,(206) 547-2967,4,$,98103,WA,Seattle,3501 Stone Way N,No,Yes,Yes,"Street, Private Lot"
Green Leaf Vietnamese Restaurant,(206) 448-3318,4,$$,98121,WA,Seattle,2800 1st Ave,Yes,Yes,No,Street
Sushi Samurai,(206) 766-0298,4,$$,98109,WA,Seattle,1817 Queen Anne Ave N,No,Yes,Yes,Street
Itadakimasu,(206) 659-0722,4,$$,98105,WA,Seattle,4743 Brooklyn Ave NE,No,Yes,No,Street
Ezell’s Famous Chicken,(206) 324-4141,4,$,98122,WA,Seattle,501 23rd Ave,No,Yes,No,Private Lot
Now Make Me A Sandwich,(206) 257-0658,4_half,$,98103,WA,Seattle,8202 Greenwood Ave N,No,Yes,No,Street
Victrola Coffee & Art,(206) 325-6520,4,$,98112,WA,Seattle,411 15th Ave E,No,Yes,Yes,Street
PCC Natural Markets - Fremont,(206) 632-6811,4,$$,98103,WA,Seattle,600 N. 34th,No,Yes,Yes,Street
Harried & Hungry Catering & Cafe,(206) 264-7900,4,$,98101,WA,Seattle,1415 3rd Ave,Yes,Yes,No,"Garage, Street"
The Grizzled Wizard,(206) 849-0062,4,$,98103,WA,Seattle,2317 N 45th St,No,No,No,Street
Stock,(206) 402-3281,4_half,$$,98117,WA,Seattle,500 NW 65th St,No,Yes,Yes,Street
Sebi’s Bistro,(206) 420-2199,4,$$,98102,WA,Seattle,3242 Eastlake Ave E,No,Yes,No,"Street, Private Lot"
La Fontana Siciliana,(206) 441-1045,4,$$,98121,WA,Seattle,120 Blanchard St,No,No,Yes,Street
Summit Public House,(206) 324-7611,4,$,98102,WA,Seattle,601 Summit Ave E,No,No,Yes,Street
Norm’s Eatery & Ale House,(206) 547-1417,4,$$,98103,WA,Seattle,460 N 36th St,No,Yes,Yes,Street
NYC Deli Market,(206) 682-7011,4,$,98101,WA,Seattle,1520 7th Ave,No,Yes,Yes,Street
Ravenna Park,(206) 684-4075,4_half,,98105,WA,Seattle,5520 Ravenna Ave NE,No,No,No,No
Starbucks,(206) 448-8762,4,$,98101,WA,Seattle,1912 Pike Pl,No,Yes,No,Street
